1464887310.9830980301,00000
1464887311.0138077736,00001
1464887311.0479397774,00002
1464887311.0805079937,00003
1464887311.1137864590,00004
1464887311.1507635117,00005
1464887311.1812825203,00006
1464887311.2138462067,00007
1464887311.2472403049,00008
1464887311.2835745811,00009
1464887311.3161664009,00010
1464887311.3471992016,00011
1464887311.3806700706,00012
1464887311.4139218330,00013
1464887311.4471788406,00014
1464887311.4831871986,00015
1464887311.5139379501,00016
1464887311.5473303795,00017
1464887311.5807926655,00018
1464887311.6140458584,00019
1464887311.6505548954,00020
1464887311.6806716919,00021
1464887311.7139916420,00022
1464887311.7473115921,00023
1464887311.7822656631,00024
1464887311.8165276051,00025
1464887311.8473441601,00026
1464887311.8806691170,00027
1464887311.9140508175,00028
1464887311.9473235607,00029
1464887311.9830894470,00030
1464887312.0140941143,00031
1464887312.0473952293,00032
1464887312.0807700157,00033
1464887312.1140787601,00034
1464887312.1503801346,00035
1464887312.1807880402,00036
1464887312.2142517567,00037
1464887312.2475090027,00038
1464887312.2809262276,00039
1464887312.3168172836,00040
1464887312.3474853039,00041
1464887312.3808281422,00042
1464887312.4142422676,00043
1464887312.4475293159,00044
1464887312.4830875397,00045
1464887312.5141408443,00046
1464887312.5476303101,00047
1464887312.5809178352,00048
1464887312.6142458916,00049
1464887312.6499562263,00050
1464887312.6808257103,00051
1464887312.7143511772,00052
1464887312.7476236820,00053
1464887312.7808876038,00054
1464887312.8143196106,00055
1464887312.8475704193,00056
1464887312.8810460567,00057
1464887312.9143121243,00058
1464887312.9476413727,00059
1464887312.9837324619,00060
1464887313.0143797398,00061
1464887313.0477149487,00062
1464887313.0810382366,00063
1464887313.1143853664,00064
1464887313.1505796909,00065
1464887313.1813876629,00066
1464887313.2146103382,00067
1464887313.2478053570,00068
1464887313.2811419964,00069
1464887313.3173062801,00070
1464887313.3478014469,00071
1464887313.3811359406,00072
1464887313.4148280621,00073
1464887313.4491364956,00074
1464887313.4835970402,00075
1464887313.5144922733,00076
1464887313.5478703976,00077
1464887313.5812077522,00078
1464887313.6146006584,00079
1464887313.6504011154,00080
1464887313.6813230515,00081
1464887313.7149345875,00082
1464887313.7487785816,00083
1464887313.7812621593,00084
1464887313.8170328140,00085
1464887313.8479256630,00086
1464887313.8813118935,00087
1464887313.9157214165,00088
1464887313.9479758739,00089
1464887313.9837436676,00090
1464887314.0145933628,00091
1464887314.0480027199,00092
1464887314.0813910961,00093
1464887314.1147577763,00094
1464887314.1505622864,00095
1464887314.1814441681,00096
1464887314.2153096199,00097
1464887314.2481646538,00098
1464887314.2814390659,00099
1464887314.3178043365,00100
1464887314.3480625153,00101
1464887314.3815145493,00102
1464887314.4148442745,00103
1464887314.4481477737,00104
1464887314.4843752384,00105
1464887314.5148446560,00106
1464887314.5481927395,00107
1464887314.5815782547,00108
1464887314.6149053574,00109
1464887314.6537468433,00110
1464887314.6828362942,00111
1464887314.7153298855,00112
1464887314.7482378483,00113
1464887314.7815134525,00114
1464887314.8149201870,00115
1464887314.8482491970,00116
1464887314.8816287518,00117
1464887314.9149587154,00118
1464887314.9483764172,00119
1464887314.9815773964,00120
1464887315.0148630142,00121
1464887315.0482754707,00122
1464887315.0816130638,00123
1464887315.1149973869,00124
1464887315.1507580280,00125
1464887315.1817214489,00126
1464887315.2148780823,00127
1464887315.2483994961,00128
1464887315.2817702293,00129
1464887315.3175137043,00130
1464887315.3484137058,00131
1464887315.3843796253,00132
1464887315.4150290489,00133
1464887315.4511044025,00134
1464887315.4846527576,00135
1464887315.5151534081,00136
1464887315.5484762192,00137
1464887315.5818684101,00138
1464887315.6153023243,00139
1464887315.6511764526,00140
1464887315.6818196774,00141
1464887315.7151370049,00142
1464887315.7485604286,00143
1464887315.7819209099,00144
1464887315.8180277348,00145
1464887315.8492352962,00146
1464887315.8818876743,00147
1464887315.9152824879,00148
1464887315.9485723972,00149
1464887315.9845695496,00150
1464887316.0152032375,00151
1464887316.0485985279,00152
1464887316.0818722248,00153
1464887316.1152651310,00154
1464887316.1515443325,00155
1464887316.1819126606,00156
1464887316.2151582241,00157
1464887316.2486779690,00158
1464887316.2820453644,00159
1464887316.3153939247,00160
1464887316.3490316868,00161
1464887316.3820006847,00162
1464887316.4160695076,00163
1464887316.4487679005,00164
1464887316.4820973873,00165
1464887316.5154070854,00166
1464887316.5488276482,00167
1464887316.5821864605,00168
1464887316.6154839993,00169
1464887316.6513559818,00170
1464887316.6822197437,00171
1464887316.7154905796,00172
1464887316.7488436699,00173
1464887316.7835583687,00174
1464887316.8154265881,00175
1464887316.8487660885,00176
1464887316.8824412823,00177
1464887316.9154706001,00178
1464887316.9488520622,00179
1464887316.9821841717,00180
1464887317.0154359341,00181
